policy_id,customer_id,age,province,product_type,payment_mode,smoker,premium_monthly,coverage_amount,years_active,missed_payments_12m,lapsed
POL-02859,CUST-27382,67,Quebec,Universal Life,Monthly,0,168.85,50000,6,1,0
POL-02860,CUST-13529,27,Manitoba,Universal Life,Annual,0,87.6,50000,13,0,0
POL-02861,CUST-58349,27,Manitoba,Whole Life,Monthly,0,83.68,50000,2,0,0
POL-02862,CUST-49554,52,Ontario,Term Life,Monthly,1,190.76,50000,8,0,1
POL-02863,CUST-86123,52,British Columbia,Universal Life,Annual,0,167.08,50000,4,0,0
POL-02864,CUST-74819,32,Alberta,Term Life,Monthly,0,101.92,50000,10,0,0
POL-02865,CUST-40370,62,Manitoba,Term Life,Annual,1,173.57,50000,15,0,0
POL-02866,CUST-19303,32,Alberta,Universal Life,Annual,0,107.36,50000,11,0,0
POL-02867,CUST-58785,47,Manitoba,Whole Life,Monthly,0,104.58,50000,1,0,0
POL-02868,CUST-81544,47,Ontario,Whole Life,Monthly,1,148.4,50000,6,0,0
POL-02869,CUST-37158,47,Saskatchewan,Critical Illness,Monthly,0,134.56,50000,1,0,0
POL-02870,CUST-65443,27,Alberta,Term Life,Annual,0,77.0,50000,8,0,0
POL-02871,CUST-12954,37,Ontario,Term Life,Monthly,0,108.05,50000,3,0,0
POL-02872,CUST-74631,52,Manitoba,Term Life,Annual,0,120.8,50000,11,0,0
POL-02873,CUST-85298,47,Alberta,Term Life,Monthly,0,130.28,50000,9,0,0
POL-02874,CUST-32535,52,British Columbia,Universal Life,Annual,0,152.08,50000,5,0,0
POL-02875,CUST-70261,32,Alberta,Universal Life,Monthly,0,95.25,50000,13,1,0
POL-02876,CUST-77292,47,British Columbia,Whole Life,Annual,1,164.37,50000,12,0,0
POL-02877,CUST-31483,62,British Columbia,Term Life,Monthly,0,146.81,50000,10,0,0
POL-02878,CUST-25632,42,Manitoba,Whole Life,Monthly,0,111.65,50000,6,0,0
POL-02879,CUST-44550,62,Ontario,Term Life,Annual,0,146.62,50000,5,1,0
POL-02880,CUST-87429,47,Alberta,Universal Life,Monthly,0,139.03,50000,9,1,0
POL-02881,CUST-43137,42,Alberta,Whole Life,Monthly,0,103.64,50000,12,0,0
POL-02882,CUST-28539,67,Alberta,Term Life,Annual,0,161.62,50000,13,0,0
POL-02883,CUST-35746,57,Ontario,Universal Life,Annual,1,187.52,50000,12,0,1
POL-02884,CUST-34140,32,British Columbia,Universal Life,Monthly,0,113.52,50000,1,0,0
POL-02885,CUST-57921,47,Ontario,Term Life,Monthly,1,169.89,50000,15,0,0
POL-02886,CUST-70376,32,British Columbia,Whole Life,Monthly,1,136.73,50000,4,0,0
POL-02887,CUST-34727,42,Alberta,Whole Life,Monthly,0,113.77,50000,1,0,0
POL-02888,CUST-40018,67,Saskatchewan,Term Life,Monthly,0,176.7,50000,9,0,0
POL-02889,CUST-53956,62,Alberta,Term Life,Monthly,0,146.19,50000,7,0,0
POL-02890,CUST-37814,57,Alberta,Universal Life,Monthly,0,137.37,50000,2,1,1
POL-02891,CUST-50785,52,Alberta,Critical Illness,Monthly,1,189.83,50000,4,0,0
POL-02892,CUST-15629,52,Saskatchewan,Whole Life,Annual,0,142.92,50000,4,0,1
POL-02893,CUST-44239,52,Ontario,Whole Life,Monthly,0,143.35,50000,7,0,0
POL-02894,CUST-83808,27,Ontario,Whole Life,Monthly,1,135.78,50000,12,0,0
POL-02895,CUST-49431,47,Saskatchewan,Whole Life,Annual,1,163.46,50000,11,0,1
POL-02896,CUST-51342,52,Alberta,Term Life,Annual,0,121.35,50000,1,0,1
POL-02897,CUST-64211,52,Saskatchewan,Term Life,Monthly,1,176.61,50000,3,0,0
POL-02898,CUST-45374,62,British Columbia,Critical Illness,Annual,0,156.38,50000,10,0,0
POL-02899,CUST-47943,52,Ontario,Universal Life,Monthly,0,128.29,50000,13,0,0
POL-02900,CUST-32098,52,Manitoba,Critical Illness,Monthly,0,125.53,50000,1,0,0
POL-02901,CUST-78213,52,Manitoba,Term Life,Monthly,0,138.04,50000,6,0,0
POL-02902,CUST-59969,32,Saskatchewan,Whole Life,Monthly,0,86.31,50000,2,1,1
POL-02903,CUST-11493,32,Alberta,Whole Life,Monthly,0,100.88,50000,8,0,0
POL-02904,CUST-60361,52,Saskatchewan,Term Life,Monthly,0,135.43,50000,6,1,0
POL-02905,CUST-42425,42,Manitoba,Term Life,Annual,1,154.17,50000,3,0,0
POL-02906,CUST-10211,52,Ontario,Universal Life,Monthly,0,143.43,50000,15,1,0
POL-02907,CUST-55695,47,Saskatchewan,Universal Life,Monthly,0,137.06,50000,12,0,0
POL-02908,CUST-17704,32,Alberta,Whole Life,Monthly,0,94.06,50000,9,0,1
POL-02909,CUST-27349,42,Saskatchewan,Term Life,Monthly,0,131.04,50000,12,0,0
POL-02910,CUST-65162,42,Ontario,Whole Life,Annual,0,117.97,50000,5,0,0
POL-02911,CUST-56282,42,Quebec,Term Life,Monthly,0,141.64,50000,15,0,0
POL-02912,CUST-35557,62,Alberta,Term Life,Annual,0,149.57,50000,7,0,0
POL-02913,CUST-88072,37,Ontario,Whole Life,Annual,1,127.26,50000,6,0,0
POL-02914,CUST-98541,47,Quebec,Term Life,Monthly,0,139.6,50000,9,0,0
POL-02915,CUST-18430,27,Manitoba,Critical Illness,Monthly,0,98.71,50000,9,0,0
POL-02916,CUST-32372,32,Alberta,Whole Life,Monthly,1,152.02,50000,10,1,0
POL-02917,CUST-10401,32,British Columbia,Term Life,Annual,1,141.32,50000,13,0,0
POL-02918,CUST-23684,57,Saskatchewan,Term Life,Monthly,0,175.68,50000,5,0,0
POL-02919,CUST-42795,42,Alberta,Universal Life,Monthly,1,153.33,50000,11,0,1
POL-02920,CUST-14017,62,Quebec,Term Life,Monthly,0,169.16,50000,3,0,0
POL-02921,CUST-92598,67,Saskatchewan,Term Life,Monthly,0,159.29,50000,4,0,0
POL-02922,CUST-71786,47,Alberta,Whole Life,Monthly,0,135.5,50000,8,0,0
POL-02923,CUST-17457,57,Alberta,Term Life,Monthly,0,155.74,50000,8,1,0
POL-02924,CUST-36155,47,Quebec,Whole Life,Monthly,0,139.59,50000,10,0,0
POL-02925,CUST-74299,67,Alberta,Whole Life,Monthly,0,174.92,50000,3,0,0
POL-02926,CUST-34656,62,Ontario,Term Life,Annual,0,117.76,50000,13,0,0
POL-02927,CUST-52803,42,Quebec,Universal Life,Annual,1,154.78,50000,9,0,0
POL-02928,CUST-19939,37,Ontario,Whole Life,Monthly,0,104.7,50000,9,0,0
POL-02929,CUST-87723,57,Manitoba,Whole Life,Annual,0,143.07,50000,12,1,0
POL-02930,CUST-14722,27,Quebec,Term Life,Annual,0,90.2,50000,11,1,0
POL-02931,CUST-18659,67,Ontario,Whole Life,Monthly,1,212.33,50000,7,0,0
POL-02932,CUST-30732,67,British Columbia,Term Life,Annual,0,168.03,50000,8,1,0
POL-02933,CUST-42882,47,Ontario,Whole Life,Annual,1,158.51,50000,4,2,0
POL-02934,CUST-45695,37,Saskatchewan,Term Life,Monthly,0,93.98,50000,9,0,0
POL-02935,CUST-72241,27,Quebec,Critical Illness,Monthly,0,112.0,50000,4,0,0
POL-02936,CUST-69584,62,Manitoba,Term Life,Monthly,1,183.83,50000,10,0,0
POL-02937,CUST-10361,32,British Columbia,Critical Illness,Monthly,0,101.03,50000,7,1,1
POL-02938,CUST-19107,47,Alberta,Critical Illness,Annual,0,155.27,50000,4,0,0
POL-02939,CUST-38589,62,British Columbia,Whole Life,Monthly,0,149.16,50000,8,0,0
POL-02940,CUST-42954,62,Alberta,Term Life,Monthly,1,188.29,50000,15,0,0
POL-02941,CUST-79522,52,Saskatchewan,Term Life,Annual,0,141.39,50000,9,1,1
POL-02942,CUST-99316,52,British Columbia,Critical Illness,Monthly,0,119.33,50000,6,0,0
POL-02943,CUST-32612,57,Quebec,Whole Life,Monthly,0,126.94,50000,7,0,0
POL-02944,CUST-71300,47,British Columbia,Whole Life,Annual,0,123.82,50000,10,0,0
POL-02945,CUST-34717,37,British Columbia,Term Life,Monthly,0,106.24,50000,3,0,0
POL-02946,CUST-99926,37,Manitoba,Universal Life,Monthly,0,113.21,50000,9,0,0
POL-02947,CUST-66050,42,British Columbia,Term Life,Monthly,0,108.86,50000,1,0,0
POL-02948,CUST-17146,47,Quebec,Term Life,Annual,1,169.81,50000,13,1,0
POL-02949,CUST-18417,27,Saskatchewan,Term Life,Monthly,0,67.72,50000,10,0,0
POL-02950,CUST-46438,67,Saskatchewan,Whole Life,Monthly,0,164.76,50000,2,0,0
POL-02951,CUST-49948,27,Alberta,Critical Illness,Monthly,0,97.92,50000,7,0,1
POL-02952,CUST-30720,32,Quebec,Universal Life,Annual,0,106.54,50000,14,0,0
POL-02953,CUST-17242,67,Alberta,Term Life,Monthly,0,163.65,50000,15,0,0
POL-02954,CUST-94739,37,Saskatchewan,Term Life,Monthly,0,103.68,50000,3,0,0
POL-02955,CUST-71818,42,Ontario,Universal Life,Annual,0,118.3,50000,5,1,0
POL-02956,CUST-91474,32,Manitoba,Whole Life,Annual,1,152.41,50000,3,1,0
POL-02957,CUST-35811,62,Alberta,Term Life,Monthly,0,149.41,50000,6,1,0
POL-02958,CUST-61210,32,Alberta,Term Life,Monthly,0,114.34,50000,13,0,0
POL-02959,CUST-67245,27,British Columbia,Whole Life,Monthly,1,142.25,50000,11,2,1
POL-02960,CUST-37641,32,Saskatchewan,Critical Illness,Monthly,0,81.77,50000,4,1,0
POL-02961,CUST-67982,62,Quebec,Universal Life,Monthly,0,155.06,50000,5,0,0
POL-02962,CUST-59036,42,Saskatchewan,Term Life,Annual,0,108.87,50000,10,1,0
POL-02963,CUST-87123,37,Alberta,Universal Life,Monthly,0,93.58,50000,9,1,0
POL-02964,CUST-88400,37,Ontario,Term Life,Annual,0,121.1,50000,7,0,0
POL-02965,CUST-93547,42,British Columbia,Critical Illness,Monthly,0,126.28,50000,7,0,0
POL-02966,CUST-61647,57,Ontario,Term Life,Annual,0,150.76,50000,15,0,0
POL-02967,CUST-15012,42,British Columbia,Term Life,Monthly,0,107.57,50000,8,1,0
POL-02968,CUST-78872,57,British Columbia,Whole Life,Monthly,1,185.13,50000,12,0,0
POL-02969,CUST-47148,37,Ontario,Term Life,Monthly,0,95.87,50000,15,0,0
POL-02970,CUST-71898,37,British Columbia,Term Life,Monthly,0,112.53,50000,6,1,0
POL-02971,CUST-70041,42,Manitoba,Whole Life,Monthly,1,147.66,50000,12,0,0
POL-02972,CUST-18778,47,Ontario,Universal Life,Monthly,0,142.21,50000,13,0,0
POL-02973,CUST-27248,67,Alberta,Universal Life,Annual,1,196.24,50000,4,0,0
POL-02974,CUST-78207,67,Saskatchewan,Term Life,Monthly,1,203.37,50000,4,1,0
POL-02975,CUST-60005,57,Ontario,Term Life,Monthly,0,150.4,50000,3,0,0
POL-02976,CUST-28772,27,Quebec,Whole Life,Monthly,1,127.69,50000,10,0,0
POL-02977,CUST-86689,52,Ontario,Whole Life,Annual,0,139.86,50000,12,0,0
POL-02978,CUST-88348,32,Quebec,Term Life,Monthly,0,106.25,50000,12,0,0
POL-02979,CUST-30051,42,Quebec,Critical Illness,Monthly,0,109.84,50000,6,1,0
POL-02980,CUST-37868,62,Saskatchewan,Critical Illness,Monthly,0,161.44,50000,11,0,0
POL-02981,CUST-27434,57,Ontario,Term Life,Monthly,0,157.97,50000,1,0,1
POL-02982,CUST-60782,52,British Columbia,Universal Life,Monthly,0,143.37,50000,10,1,0
POL-02983,CUST-79120,27,Alberta,Whole Life,Monthly,0,89.35,50000,8,0,1
POL-02984,CUST-35716,57,Ontario,Term Life,Monthly,0,149.69,50000,13,0,1
POL-02985,CUST-11633,37,Alberta,Whole Life,Annual,1,142.23,50000,15,1,0
POL-02986,CUST-10767,57,British Columbia,Term Life,Monthly,1,181.18,50000,9,0,0
POL-02987,CUST-33699,52,Alberta,Term Life,Monthly,0,124.35,50000,10,0,0
POL-02988,CUST-80211,27,Ontario,Critical Illness,Monthly,0,110.16,50000,14,0,0
POL-02989,CUST-42613,57,Alberta,Whole Life,Annual,0,170.83,50000,6,1,0
POL-02990,CUST-74337,57,Ontario,Term Life,Monthly,0,139.15,50000,3,1,0
POL-02991,CUST-91617,57,Quebec,Whole Life,Monthly,0,157.03,50000,8,0,0
POL-02992,CUST-93127,47,Quebec,Critical Illness,Annual,0,147.09,50000,6,0,0
POL-02993,CUST-37940,47,British Columbia,Whole Life,Monthly,1,153.11,50000,10,0,0
POL-02994,CUST-61524,37,Ontario,Critical Illness,Monthly,0,85.7,50000,12,0,0
POL-02995,CUST-75557,62,Ontario,Critical Illness,Monthly,1,209.8,50000,8,2,1
POL-02996,CUST-26933,27,Manitoba,Term Life,Monthly,1,128.48,50000,5,1,0
POL-02997,CUST-72614,67,Ontario,Universal Life,Monthly,0,159.37,50000,9,0,0
POL-02998,CUST-25375,67,British Columbia,Universal Life,Monthly,0,166.17,50000,7,0,0
POL-02999,CUST-60850,37,Saskatchewan,Universal Life,Monthly,0,107.17,50000,3,1,1
POL-03000,CUST-45036,52,Alberta,Term Life,Monthly,1,209.11,50000,12,0,0
POL-03001,CUST-44457,42,Quebec,Term Life,Annual,0,114.23,50000,5,0,0
POL-03002,CUST-39758,32,Ontario,Term Life,Monthly,0,106.53,50000,9,0,1
POL-03003,CUST-54021,37,British Columbia,Whole Life,Annual,1,162.11,50000,14,0,0
POL-03004,CUST-46721,32,Quebec,Universal Life,Monthly,0,118.05,50000,3,0,0
POL-03005,CUST-33469,57,Alberta,Universal Life,Annual,0,160.75,50000,7,2,0
POL-03006,CUST-30246,67,Quebec,Whole Life,Annual,0,160.49,50000,3,2,1
POL-03007,CUST-53842,47,Ontario,Term Life,Monthly,0,127.77,50000,7,0,0
POL-03008,CUST-98977,67,Alberta,Term Life,Monthly,1,174.51,50000,5,1,0
POL-03009,CUST-68575,42,Alberta,Universal Life,Monthly,0,119.71,50000,14,0,0
POL-03010,CUST-17713,37,Quebec,Whole Life,Monthly,0,111.99,50000,5,1,0
POL-03011,CUST-16500,57,British Columbia,Universal Life,Monthly,0,156.5,50000,10,1,1
POL-03012,CUST-76523,52,Saskatchewan,Term Life,Annual,0,160.15,50000,3,0,0
POL-03013,CUST-59136,42,Quebec,Whole Life,Monthly,0,129.14,50000,7,0,0
POL-03014,CUST-61086,32,Quebec,Critical Illness,Monthly,1,150.45,50000,13,1,0
POL-03015,CUST-43481,52,British Columbia,Term Life,Monthly,0,138.39,50000,11,1,0
POL-03016,CUST-60005,57,Quebec,Term Life,Monthly,0,163.01,50000,5,0,0
POL-03017,CUST-62707,32,Saskatchewan,Universal Life,Monthly,1,137.73,50000,15,0,0
POL-03018,CUST-65199,37,Alberta,Whole Life,Monthly,1,160.29,50000,13,2,1
POL-03019,CUST-94897,27,British Columbia,Critical Illness,Annual,0,103.25,50000,7,0,0
POL-03020,CUST-91363,57,British Columbia,Critical Illness,Monthly,1,187.31,50000,15,0,0
POL-03021,CUST-85190,57,Manitoba,Universal Life,Monthly,0,129.11,50000,3,1,0
POL-03022,CUST-70762,52,Quebec,Term Life,Monthly,0,151.72,50000,5,0,0
POL-03023,CUST-71733,32,Manitoba,Whole Life,Monthly,0,107.14,50000,14,0,0
POL-03024,CUST-34377,57,Ontario,Critical Illness,Monthly,0,156.03,50000,15,1,0
POL-03025,CUST-87739,47,British Columbia,Whole Life,Monthly,0,133.36,50000,13,1,1
POL-03026,CUST-34231,27,Alberta,Critical Illness,Monthly,1,134.43,50000,3,0,0
POL-03027,CUST-21121,37,British Columbia,Universal Life,Annual,0,127.21,50000,4,0,0
POL-03028,CUST-84528,32,Saskatchewan,Term Life,Monthly,0,96.91,50000,10,1,0
POL-03029,CUST-47186,32,Ontario,Whole Life,Monthly,1,143.21,50000,1,0,0
POL-03030,CUST-53026,32,Manitoba,Universal Life,Annual,0,93.27,50000,15,0,0
POL-03031,CUST-66722,27,Quebec,Term Life,Annual,0,100.52,50000,15,0,0
POL-03032,CUST-73437,32,Alberta,Term Life,Monthly,0,105.62,50000,13,0,0
POL-03033,CUST-17176,42,British Columbia,Universal Life,Annual,0,113.03,50000,15,1,0
POL-03034,CUST-43831,47,British Columbia,Term Life,Annual,0,130.72,50000,4,1,0
POL-03035,CUST-80708,52,Saskatchewan,Term Life,Monthly,0,131.78,50000,14,2,0
POL-03036,CUST-76435,62,Quebec,Universal Life,Monthly,0,152.06,50000,4,0,0
POL-03037,CUST-66632,32,Ontario,Universal Life,Monthly,0,106.86,50000,2,2,1
POL-03038,CUST-48168,57,Alberta,Whole Life,Monthly,0,150.82,50000,4,2,0
POL-03039,CUST-41928,62,British Columbia,Critical Illness,Annual,0,133.55,50000,12,0,0
POL-03040,CUST-54383,47,Ontario,Critical Illness,Monthly,0,134.05,50000,15,0,0
POL-03041,CUST-26335,62,Manitoba,Whole Life,Monthly,0,152.96,50000,10,0,0
POL-03042,CUST-93558,32,Saskatchewan,Term Life,Monthly,1,132.63,50000,4,2,1
POL-03043,CUST-26996,57,Quebec,Universal Life,Monthly,0,134.07,50000,10,0,0
POL-03044,CUST-54537,32,Manitoba,Term Life,Annual,0,102.06,50000,8,0,0
POL-03045,CUST-78124,52,Quebec,Universal Life,Monthly,0,132.32,50000,8,0,0
POL-03046,CUST-30234,57,Saskatchewan,Whole Life,Monthly,0,162.88,50000,6,1,0
POL-03047,CUST-98940,52,Manitoba,Term Life,Monthly,0,117.61,50000,3,0,0
POL-03048,CUST-57827,57,Ontario,Whole Life,Annual,0,136.03,50000,6,0,0
POL-03049,CUST-24208,62,Saskatchewan,Whole Life,Monthly,1,179.22,50000,14,1,0
POL-03050,CUST-10768,62,British Columbia,Critical Illness,Monthly,0,159.7,50000,7,0,0
POL-03051,CUST-38036,52,Saskatchewan,Term Life,Monthly,0,152.68,50000,1,2,0
POL-03052,CUST-35104,57,Alberta,Critical Illness,Monthly,0,153.64,50000,6,0,0
POL-03053,CUST-14474,62,Ontario,Term Life,Monthly,0,143.46,50000,7,0,0
POL-03054,CUST-64373,57,Quebec,Universal Life,Monthly,0,142.45,50000,9,0,0
POL-03055,CUST-56534,27,Ontario,Critical Illness,Monthly,0,83.89,50000,10,0,0
POL-03056,CUST-16385,62,Manitoba,Term Life,Annual,0,162.69,50000,7,0,0
POL-03057,CUST-84684,32,Ontario,Term Life,Monthly,0,97.21,50000,3,0,0
POL-03058,CUST-50985,67,Alberta,Universal Life,Monthly,0,148.65,50000,7,0,0
POL-03059,CUST-63003,47,British Columbia,Universal Life,Annual,0,136.62,50000,1,1,1
POL-03060,CUST-63895,67,British Columbia,Term Life,Monthly,1,215.76,50000,8,0,0
POL-03061,CUST-85406,37,Ontario,Whole Life,Annual,1,144.46,50000,7,0,0
POL-03062,CUST-30385,57,Manitoba,Universal Life,Monthly,0,149.04,50000,6,0,0
POL-03063,CUST-13765,37,British Columbia,Term Life,Annual,1,128.52,50000,10,0,0
POL-03064,CUST-29603,37,Saskatchewan,Whole Life,Monthly,1,121.89,50000,12,0,0
POL-03065,CUST-71282,52,Manitoba,Whole Life,Annual,0,116.41,50000,4,3,1
POL-03066,CUST-70190,52,Manitoba,Term Life,Annual,0,138.06,50000,8,1,0
POL-03067,CUST-37958,52,Manitoba,Universal Life,Monthly,0,134.9,50000,8,0,0
POL-03068,CUST-97676,32,British Columbia,Term Life,Monthly,0,109.15,50000,8,0,0
POL-03069,CUST-72154,27,Quebec,Critical Illness,Monthly,1,126.23,50000,7,0,0
POL-03070,CUST-37660,47,Manitoba,Whole Life,Monthly,0,141.45,50000,4,0,1
POL-03071,CUST-98604,32,Alberta,Whole Life,Annual,0,113.07,50000,3,1,0
POL-03072,CUST-28694,57,Saskatchewan,Whole Life,Monthly,0,143.73,50000,1,1,1
POL-03073,CUST-12721,47,Quebec,Whole Life,Annual,0,117.56,50000,1,0,0
POL-03074,CUST-98560,57,Quebec,Universal Life,Monthly,0,124.61,50000,13,0,0
POL-03075,CUST-49364,52,Saskatchewan,Universal Life,Monthly,0,155.8,50000,2,0,0
POL-03076,CUST-85118,42,Saskatchewan,Universal Life,Annual,0,109.29,50000,13,1,1
POL-03077,CUST-87269,32,Manitoba,Whole Life,Monthly,0,84.64,50000,14,0,0
POL-03078,CUST-94238,27,Ontario,Term Life,Monthly,0,95.16,50000,4,0,0
POL-03079,CUST-78373,27,Ontario,Term Life,Monthly,0,75.75,50000,7,1,0
POL-03080,CUST-14148,42,British Columbia,Universal Life,Monthly,0,122.15,50000,6,0,0
POL-03081,CUST-59048,32,British Columbia,Whole Life,Monthly,0,98.56,50000,6,1,0
POL-03082,CUST-94023,62,Alberta,Whole Life,Monthly,0,167.68,50000,6,0,0
POL-03083,CUST-78850,57,Ontario,Whole Life,Monthly,0,157.64,50000,6,0,0
POL-03084,CUST-85448,67,Quebec,Whole Life,Annual,0,178.84,50000,11,0,0
POL-03085,CUST-80824,32,Quebec,Universal Life,Monthly,0,105.08,50000,7,0,0
POL-03086,CUST-36971,62,British Columbia,Whole Life,Monthly,0,146.3,50000,3,0,0
POL-03087,CUST-79814,42,British Columbia,Critical Illness,Monthly,0,108.16,50000,6,0,0
POL-03088,CUST-66179,52,Manitoba,Term Life,Monthly,0,132.23,50000,15,0,0
POL-03089,CUST-62224,47,Ontario,Whole Life,Annual,0,153.53,50000,15,0,0
POL-03090,CUST-25494,27,Saskatchewan,Term Life,Monthly,0,90.61,50000,1,0,0
POL-03091,CUST-19750,42,Saskatchewan,Universal Life,Monthly,0,122.53,50000,9,0,0
POL-03092,CUST-47593,27,Saskatchewan,Whole Life,Monthly,0,111.82,50000,15,1,1
POL-03093,CUST-32246,57,Saskatchewan,Whole Life,Monthly,1,185.66,50000,3,1,1
POL-03094,CUST-64219,52,Saskatchewan,Universal Life,Monthly,0,129.62,50000,2,0,0
POL-03095,CUST-38371,32,Manitoba,Whole Life,Monthly,0,111.36,50000,4,0,0
POL-03096,CUST-19928,57,Alberta,Term Life,Monthly,1,177.46,50000,5,1,0
POL-03097,CUST-13070,57,Alberta,Whole Life,Monthly,0,151.07,50000,15,1,1
POL-03098,CUST-96983,27,Manitoba,Term Life,Monthly,0,99.75,50000,4,0,0
POL-03099,CUST-19711,27,British Columbia,Critical Illness,Monthly,0,87.67,50000,5,1,1
POL-03100,CUST-93623,67,British Columbia,Universal Life,Monthly,0,167.84,50000,4,1,0
POL-03101,CUST-60430,37,Saskatchewan,Universal Life,Monthly,1,165.8,50000,6,0,0
POL-03102,CUST-88062,57,British Columbia,Critical Illness,Monthly,0,140.08,50000,15,0,0
POL-03103,CUST-91984,42,Saskatchewan,Universal Life,Monthly,1,171.4,50000,2,0,0
POL-03104,CUST-21569,52,Quebec,Whole Life,Monthly,0,131.51,50000,7,1,0
POL-03105,CUST-58748,27,Ontario,Term Life,Monthly,0,115.22,50000,10,0,0
POL-03106,CUST-70223,57,Quebec,Term Life,Monthly,0,137.33,50000,2,0,0
POL-03107,CUST-66793,37,British Columbia,Critical Illness,Monthly,0,106.87,50000,1,1,1
POL-03108,CUST-90137,57,Ontario,Critical Illness,Monthly,0,165.7,50000,15,0,0
POL-03109,CUST-25159,52,British Columbia,Universal Life,Monthly,1,192.23,50000,5,2,0
POL-03110,CUST-22386,42,Saskatchewan,Term Life,Monthly,0,130.42,50000,4,1,1
POL-03111,CUST-85087,57,British Columbia,Term Life,Monthly,1,169.62,50000,6,1,1
POL-03112,CUST-68256,57,British Columbia,Critical Illness,Monthly,0,148.59,50000,2,1,1
POL-03113,CUST-92651,37,Quebec,Term Life,Monthly,0,111.61,50000,3,0,1
POL-03114,CUST-28376,52,Ontario,Whole Life,Monthly,0,128.33,50000,1,1,0
POL-03115,CUST-15094,67,Manitoba,Term Life,Annual,0,173.96,50000,9,0,0
POL-03116,CUST-72085,52,Ontario,Term Life,Annual,0,129.28,50000,7,0,0
POL-03117,CUST-78197,47,Alberta,Universal Life,Monthly,1,149.11,50000,5,0,0
POL-03118,CUST-68276,37,Quebec,Critical Illness,Monthly,1,127.15,50000,14,0,0
POL-03119,CUST-14351,42,British Columbia,Universal Life,Monthly,0,141.15,50000,5,0,0
POL-03120,CUST-88444,42,British Columbia,Whole Life,Annual,0,114.47,50000,1,0,0
POL-03121,CUST-32777,52,Alberta,Whole Life,Monthly,0,132.73,50000,2,0,0
POL-03122,CUST-53714,42,British Columbia,Critical Illness,Monthly,0,108.23,50000,11,1,0
POL-03123,CUST-12074,42,British Columbia,Whole Life,Annual,0,137.02,50000,8,0,0
POL-03124,CUST-78297,37,Manitoba,Whole Life,Monthly,0,95.04,50000,4,0,0
POL-03125,CUST-83519,62,British Columbia,Universal Life,Monthly,0,142.15,50000,4,1,0
POL-03126,CUST-27264,62,British Columbia,Term Life,Monthly,0,152.74,50000,4,0,0
POL-03127,CUST-17038,57,Ontario,Term Life,Monthly,1,182.34,50000,7,1,1
POL-03128,CUST-67835,37,Alberta,Critical Illness,Annual,0,119.5,50000,11,1,0
POL-03129,CUST-59888,37,Quebec,Whole Life,Monthly,1,138.49,50000,10,1,1
POL-03130,CUST-88914,57,Saskatchewan,Term Life,Monthly,0,166.13,50000,12,0,0
POL-03131,CUST-36410,32,Manitoba,Term Life,Monthly,0,94.57,50000,1,0,1
POL-03132,CUST-75068,37,Saskatchewan,Critical Illness,Monthly,0,99.5,50000,9,0,0
POL-03133,CUST-86300,42,Alberta,Whole Life,Annual,1,142.35,50000,12,1,0
POL-03134,CUST-89072,42,Alberta,Whole Life,Annual,0,111.31,50000,4,0,0
POL-03135,CUST-17611,52,Quebec,Term Life,Annual,0,124.58,50000,9,0,0
POL-03136,CUST-66680,52,Quebec,Critical Illness,Annual,0,147.61,50000,1,2,1
POL-03137,CUST-41043,37,Saskatchewan,Critical Illness,Monthly,0,99.59,50000,14,0,0
POL-03138,CUST-59626,57,Alberta,Whole Life,Monthly,0,146.01,50000,12,1,0
POL-03139,CUST-70356,32,Quebec,Term Life,Monthly,0,90.25,50000,10,0,0
POL-03140,CUST-92353,57,Manitoba,Universal Life,Monthly,1,168.51,50000,9,0,0
POL-03141,CUST-52252,42,British Columbia,Universal Life,Monthly,1,168.88,50000,11,1,1
POL-03142,CUST-39106,52,British Columbia,Universal Life,Monthly,0,157.83,50000,7,3,0
POL-03143,CUST-27252,67,Saskatchewan,Critical Illness,Monthly,0,180.83,50000,15,1,0
POL-03144,CUST-77351,42,Alberta,Whole Life,Annual,0,102.94,50000,4,1,0
POL-03145,CUST-40622,27,Quebec,Term Life,Monthly,0,77.61,50000,13,0,1
POL-03146,CUST-72373,47,Ontario,Whole Life,Monthly,0,153.34,50000,12,0,0
POL-03147,CUST-34065,52,Quebec,Universal Life,Annual,0,135.55,50000,13,0,0
POL-03148,CUST-83282,57,Quebec,Term Life,Monthly,0,131.1,50000,2,0,0
POL-03149,CUST-70101,47,Saskatchewan,Term Life,Monthly,0,142.59,50000,7,0,0
POL-03150,CUST-54786,42,British Columbia,Universal Life,Monthly,0,121.41,50000,10,0,0
POL-03151,CUST-99004,62,Alberta,Whole Life,Annual,0,163.43,50000,10,0,0
POL-03152,CUST-54423,32,Ontario,Universal Life,Annual,1,110.75,50000,11,0,0
POL-03153,CUST-58645,42,Manitoba,Term Life,Monthly,0,116.68,50000,10,0,0
POL-03154,CUST-13076,57,Alberta,Term Life,Monthly,0,158.99,50000,4,0,0
POL-03155,CUST-68326,47,British Columbia,Term Life,Monthly,0,121.92,50000,13,1,0
POL-03156,CUST-93825,52,British Columbia,Universal Life,Monthly,0,153.42,50000,8,0,0
POL-03157,CUST-62378,42,Alberta,Universal Life,Annual,0,104.8,50000,15,0,0
POL-03158,CUST-44857,67,Alberta,Whole Life,Monthly,0,164.25,50000,8,0,0
POL-03159,CUST-68220,52,Saskatchewan,Whole Life,Annual,0,158.34,50000,9,0,0
